cust_id,transaction_type,transaction_date,subscription_type,subscription_price
9206,initial,2022-12-01,PRO,100
9207,initial,2021-02-01,PRO,100
9207,UPGRADE,2022-09-01,MAX,150
9208,initial,2022-02-01,MAX,150
9209,initial,2021-10-01,PRO,100
9209,REDUCTION,2022-08-01,BASIC,50
9210,initial,2020-06-01,PRO,100
9210,CHURN,2021-02-01,PRO,100
9211,initial,2020-07-01,PRO,100
9211,UPGRADE,2021-06-01,MAX,150
9212,initial,2022-01-01,BASIC,50
9213,initial,2021-05-01,BASIC,50
9214,initial,2021-06-01,MAX,150
9214,REDUCTION,2021-10-01,PRO,100
9215,initial,2020-04-01,PRO,100
9215,UPGRADE,2020-07-01,MAX,150
9216,initial,2020-10-01,BASIC,50
"""9216""",CHURN,2021-01-01,BASIC,50
9217,initial,2020-07-01,PRO,100
9217,UPGRADE,2021-01-01,MAX,150
9218,initial,2022-12-01,BASIC,50
9218,CHURN,2023-08-23,BASIC,50
9219,initial,2022-01-01,BASIC,50
9220,initial,2022-02-01,BASIC,50
9221,initial,2020-08-01,PRO,100
9221,UPGRADE,2021-05-01,MAX,150
9221,CHURN,2021-10-01,MAX,150
9222,initial,2021-01-01,PRO,100
9222,REDUCTION,2022-07-01,BASIC,50
9223,initial,2022-01-01,MAX,150
9223,REDUCTION,2022-02-01,BASIC,50
9224,initial,2021-01-01,BASIC,50
9224,UPGRADE,2021-04-01,MAX,150
9225,initial,2020-05-01,PRO,100
9225,UPGRADE,2022-06-01,MAX,150
9226,initial,2020-07-01,PRO,100
9226,UPGRADE,2022-09-01,MAX,150
"""9227""",initial,2021-11-01,PRO,100
9227,REDUCTION,2022-06-01,BASIC,50
9228,initial,2020-11-01,PRO,100
9228,UPGRADE,2022-06-01,MAX,150
9229,initial,2022-09-01,MAX,150
9229,REDUCTION,2022-11-01,BASIC,50
9230,initial,2022-07-01,BASIC,50
"""9231""",initial,2021-03-01,MAX,150
9231,REDUCTION,2022-10-01,BASIC,50
9232,initial,2020-02-01,MAX,150
9232,REDUCTION,2020-03-01,BASIC,50
9233,initial,2022-09-01,MAX,150
9234,initial,2021-01-01,BASIC,50
9234,UPGRADE,2022-11-01,PRO,100
9235,initial,2021-04-01,MAX,150
9235,REDUCTION,2021-12-01,BASIC,50
9236,initial,2020-09-01,PRO,100
"""9236""",CHURN,2021-08-01,PRO,100
"""9237""",initial,2020-01-01,PRO,100
"""9237""",CHURN,2020-07-01,PRO,100
9238,initial,2020-09-01,MAX,150
9238,REDUCTION,2021-03-01,PRO,100
9239,initial,2020-07-01,BASIC,50
9240,initial,2020-11-01,PRO,100
9240,REDUCTION,2021-02-01,BASIC,50
9241,initial,2021-09-01,PRO,100
9241,CHURN,2022-05-01,PRO,100
9242,initial,2021-08-01,PRO,100
9242,REDUCTION,2021-10-01,BASIC,50
9242,CHURN,2022-08-01,BASIC,50
9243,initial,2022-07-01,PRO,100
9244,initial,2022-05-01,PRO,100
9244,CHURN,2022-07-28,PRO,100
"""9245""",initial,2021-12-01,BASIC,50
9246,initial,2021-11-01,BASIC,50
9246,UPGRADE,2022-04-01,MAX,150
9247,initial,2022-01-01,PRO,100
9248,initial,2021-09-01,BASIC,50
9249,initial,2021-05-01,BASIC,50
9249,UPGRADE,2022-01-01,MAX,150
9250,initial,2020-07-01,PRO,100
9250,UPGRADE,2022-10-01,MAX,150
9251,initial,2021-01-01,MAX,150
9251,REDUCTION,2021-05-01,PRO,100
9252,initial,2020-10-01,BASIC,50
9252,UPGRADE,2021-07-01,PRO,100
9253,initial,2020-06-01,PRO,100
9253,UPGRADE,2022-02-01,MAX,150
9254,initial,2021-04-01,BASIC,50
"""9255""",initial,2020-07-01,BASIC,50
9256,initial,2021-07-01,PRO,100
9256,REDUCTION,2022-02-01,BASIC,50
9257,initial,2022-06-01,BASIC,50
9257,UPGRADE,2022-09-01,PRO,100
9258,initial,2022-05-01,BASIC,50
9258,CHURN,2022-11-07,BASIC,50
9259,initial,2022-04-01,BASIC,50
"""9260""",initial,2021-05-01,BASIC,50
9260,CHURN,2022-01-01,BASIC,50
9261,initial,2020-08-01,BASIC,50
9261,CHURN,2021-09-01,BASIC,50
9262,initial,2020-06-01,BASIC,50
"""9262""",UPGRADE,2021-05-01,PRO,100
"""9262""",CHURN,2022-04-01,PRO,100
9263,initial,2022-08-01,BASIC,50
9264,initial,2021-04-01,PRO,100
9264,REDUCTION,2022-02-01,BASIC,50
9265,initial,2020-01-01,BASIC,50
9265,UPGRADE,2022-04-01,PRO,100
9266,initial,2022-04-01,PRO,100
"""9267""",initial,2021-10-01,BASIC,50
9268,initial,2020-12-01,MAX,150
9268,REDUCTION,2022-07-01,PRO,100
9269,initial,2021-04-01,PRO,100
9269,CHURN,2021-08-01,PRO,100
9270,initial,2021-12-01,BASIC,50
9271,initial,2020-03-01,PRO,100
9271,UPGRADE,2021-08-01,MAX,150
9272,initial,2021-09-01,PRO,100
9272,REDUCTION,2022-06-01,BASIC,50
9273,initial,2020-10-01,PRO,100
9273,UPGRADE,2021-10-01,MAX,150
9274,initial,2022-08-01,PRO,100
9274,CHURN,2023-07-07,PRO,100
9275,initial,2022-08-01,BASIC,50
9276,initial,2022-11-01,MAX,150
9277,initial,2022-11-01,PRO,100
9278,initial,2022-03-01,BASIC,50
9279,initial,2021-03-01,BASIC,50
9279,UPGRADE,2021-07-01,PRO,100
9279,CHURN,2022-01-01,PRO,100
"""9280""",initial,2021-07-01,BASIC,50
9280,CHURN,2021-09-20,BASIC,50
9281,initial,2020-07-01,PRO,100
9281,CHURN,2020-10-01,PRO,100
9282,initial,2020-06-01,PRO,100
9282,REDUCTION,2022-01-01,BASIC,50
"""9283""",initial,2022-03-01,MAX,150
9283,REDUCTION,2022-10-01,BASIC,50
9284,initial,2021-10-01,PRO,100
9284,UPGRADE,2022-03-01,MAX,150
9285,initial,2022-08-01,MAX,150
9285,CHURN,2023-01-25,MAX,150
9286,initial,2022-01-01,BASIC,50
9287,initial,2022-05-01,BASIC,50
9288,initial,2020-04-01,BASIC,50
9288,UPGRADE,2020-10-01,MAX,150
9289,initial,2022-06-01,MAX,150
9290,initial,2020-02-01,PRO,100
9290,UPGRADE,2020-07-01,MAX,150
9291,initial,2021-09-01,BASIC,50
9291,UPGRADE,2022-01-01,PRO,100
9291,CHURN,2022-08-01,PRO,100
9292,initial,2022-07-01,BASIC,50
9293,initial,2020-01-01,BASIC,50
"""9294""",initial,2021-06-01,PRO,100
9294,REDUCTION,2022-06-01,BASIC,50
"""9295""",initial,2020-12-01,BASIC,50
9295,CHURN,2021-04-01,BASIC,50
9296,initial,2020-05-01,BASIC,50
9296,UPGRADE,2022-02-01,PRO,100
9297,initial,2022-07-01,PRO,100
9298,initial,2020-02-01,MAX,150
9298,REDUCTION,2021-01-01,PRO,100
9299,initial,2021-04-01,PRO,100
9299,REDUCTION,2021-05-01,BASIC,50
9300,initial,2021-05-01,PRO,100
9300,REDUCTION,2022-05-01,BASIC,50
9301,initial,2021-07-01,PRO,100
9301,UPGRADE,2022-02-01,MAX,150
9302,initial,2022-08-01,MAX,150
9302,CHURN,2022-11-01,MAX,150
9303,initial,2020-01-01,PRO,100
9303,CHURN,2020-06-01,PRO,100
9304,initial,2020-11-01,MAX,150
9304,REDUCTION,2022-07-01,PRO,100
9305,initial,2020-02-01,PRO,100
9305,UPGRADE,2020-10-01,MAX,150
9305,CHURN,2020-12-01,PRO,100
"""9306""",initial,2020-12-01,BASIC,50
9306,UPGRADE,2021-06-01,MAX,150
"""9306""",CHURN,2022-04-01,MAX,150
"""9307""",initial,2021-04-01,BASIC,50
9307,UPGRADE,2021-11-01,PRO,100
"""9307""",CHURN,2022-05-01,BASIC,50
9308,initial,2020-03-01,PRO,100
9308,REDUCTION,2020-07-01,BASIC,50
9309,initial,2020-07-01,BASIC,50
9309,UPGRADE,2021-09-01,MAX,150
9309,CHURN,2022-05-01,MAX,150
9310,initial,2021-10-01,PRO,100
9310,UPGRADE,2022-06-01,MAX,150
9311,initial,2020-07-01,BASIC,50
9312,initial,2022-02-01,BASIC,50
9313,initial,2021-04-01,BASIC,50
9313,UPGRADE,2022-01-01,PRO,100
"""9313""",CHURN,2022-01-01,BASIC,50
9314,initial,2020-10-01,BASIC,50
9315,initial,2022-11-01,PRO,100
9316,initial,2021-12-01,PRO,100
9316,UPGRADE,2022-05-01,MAX,150
9317,initial,2020-08-01,PRO,100
9317,UPGRADE,2021-12-01,MAX,150
"""9318""",initial,2020-01-01,BASIC,50
9318,UPGRADE,2022-03-01,PRO,100
9319,initial,2022-10-01,BASIC,50
9320,initial,2022-03-01,PRO,100
"""9320""",REDUCTION,2022-10-01,BASIC,50
9321,initial,2021-12-01,BASIC,50
9322,initial,2022-06-01,BASIC,50
9322,UPGRADE,2022-09-01,PRO,100
9323,initial,2020-08-01,BASIC,50
9323,UPGRADE,2022-03-01,MAX,150
9324,initial,2021-08-01,BASIC,50
9325,initial,2020-09-01,PRO,100
9325,REDUCTION,2021-07-01,BASIC,50
9326,initial,2021-09-01,BASIC,50
9326,UPGRADE,2022-11-01,MAX,150
9327,initial,2020-01-01,PRO,100
"""9327""",UPGRADE,2022-06-01,MAX,150
9328,initial,2021-05-01,MAX,150
9328,CHURN,2022-03-01,MAX,150
"""9329""",initial,2022-02-01,BASIC,50
9329,UPGRADE,2022-05-01,MAX,150
9329,CHURN,2022-06-01,BASIC,50
9330,initial,2021-04-01,MAX,150
9330,REDUCTION,2021-11-01,BASIC,50
9331,initial,2022-06-01,MAX,150
9331,REDUCTION,2022-07-01,BASIC,50
9332,initial,2022-10-01,BASIC,50
9333,initial,2022-12-01,BASIC,50
9334,initial,2021-04-01,BASIC,50
9335,initial,2022-11-01,PRO,100
9336,initial,2021-02-01,BASIC,50
9337,initial,2020-11-01,PRO,100
"""9337""",UPGRADE,2022-04-01,MAX,150
9338,initial,2021-03-01,MAX,150
9338,REDUCTION,2021-11-01,BASIC,50
9339,initial,2022-03-01,BASIC,50
9339,CHURN,2022-07-23,BASIC,50
9340,initial,2020-01-01,BASIC,50
9340,UPGRADE,2021-12-01,MAX,150
9341,initial,2022-03-01,MAX,150
9342,initial,2021-02-01,MAX,150
9342,REDUCTION,2021-12-01,PRO,100
9343,initial,2021-02-01,PRO,100
9343,UPGRADE,2021-11-01,MAX,150
9344,initial,2020-09-01,MAX,150
9344,REDUCTION,2021-08-01,BASIC,50
"""9345""",initial,2020-05-01,BASIC,50
"""9345""",UPGRADE,2021-04-01,PRO,100
9345,CHURN,2022-03-01,PRO,100
9346,initial,2022-09-01,BASIC,50
9347,initial,2021-07-01,PRO,100
9347,CHURN,2022-08-01,PRO,100
9348,initial,2021-11-01,PRO,100
9348,UPGRADE,2022-10-01,MAX,150
9349,initial,2021-12-01,PRO,100
9349,CHURN,2022-05-01,PRO,100
9350,initial,2020-02-01,PRO,100
9350,CHURN,2020-11-01,PRO,100
"""9351""",initial,2020-12-01,PRO,100
9351,REDUCTION,2022-03-01,BASIC,50
"""9352""",initial,2021-04-01,PRO,100
9352,REDUCTION,2022-03-01,BASIC,50
9353,initial,2021-07-01,BASIC,50
9354,initial,2022-05-01,BASIC,50
"""9354""",UPGRADE,2022-11-01,MAX,150
9355,initial,2021-08-01,PRO,100
9355,REDUCTION,2021-10-01,BASIC,50
9355,CHURN,2022-11-01,BASIC,50
9356,initial,2020-05-01,BASIC,50
9356,UPGRADE,2021-02-01,MAX,150
9357,initial,2020-12-01,BASIC,50
9358,initial,2022-05-01,MAX,150
9359,initial,2022-07-01,MAX,150
9359,CHURN,2023-01-06,MAX,150
9360,initial,2022-08-01,BASIC,50
9361,initial,2021-06-01,PRO,100
9362,initial,2020-06-01,MAX,150
9362,REDUCTION,2021-09-01,BASIC,50
9363,initial,2020-12-01,BASIC,50
9363,CHURN,2021-04-01,BASIC,50
9364,initial,2022-03-01,PRO,100
9364,REDUCTION,2022-09-01,BASIC,50
9365,initial,2022-10-01,PRO,100
9366,initial,2021-10-01,PRO,100
9366,REDUCTION,2022-11-01,BASIC,50
9367,initial,2021-01-01,BASIC,50
9367,UPGRADE,2021-08-01,PRO,100
9367,CHURN,2022-07-01,PRO,100
9368,initial,2021-04-01,PRO,100
9368,UPGRADE,2021-10-01,MAX,150
"""9369""",initial,2021-08-01,MAX,150
9370,initial,2021-10-01,PRO,100
"""9370""",REDUCTION,2022-04-01,BASIC,50
9370,CHURN,2022-10-01,BASIC,50
9371,initial,2021-09-01,PRO,100
9371,UPGRADE,2022-05-01,MAX,150
9371,CHURN,2022-06-27,MAX,150
9372,initial,2022-06-01,MAX,150
9373,initial,2020-12-01,MAX,150
9373,REDUCTION,2022-08-01,PRO,100
9374,initial,2020-11-01,BASIC,50
9374,UPGRADE,2022-02-01,PRO,100
9375,initial,2020-05-01,BASIC,50
9376,initial,2022-04-01,BASIC,50
9376,UPGRADE,2022-09-01,MAX,150
9377,initial,2020-07-01,PRO,100
"""9377""",CHURN,2021-01-01,PRO,100
9378,initial,2020-11-01,BASIC,50
9379,initial,2022-04-01,BASIC,50
9379,CHURN,2022-09-01,BASIC,50
9380,initial,2020-11-01,MAX,150
9380,REDUCTION,2022-05-01,PRO,100
9381,initial,2021-04-01,MAX,150
"""9381""",REDUCTION,2022-02-01,BASIC,50
9382,initial,2022-11-01,MAX,150
9383,initial,2021-11-01,BASIC,50
9383,CHURN,2022-03-01,BASIC,50
9384,initial,2022-12-01,BASIC,50
9385,initial,2022-03-01,BASIC,50
9386,initial,2022-12-01,BASIC,50
9387,initial,2021-08-01,BASIC,50
9388,initial,2020-12-01,MAX,150
9388,REDUCTION,2021-07-01,BASIC,50
9389,initial,2021-07-01,BASIC,50
9389,CHURN,2021-10-01,BASIC,50
9390,initial,2020-05-01,MAX,150
9390,REDUCTION,2021-06-01,PRO,100
9391,initial,2021-03-01,PRO,100
9391,UPGRADE,2022-09-01,MAX,150
9392,initial,2022-01-01,BASIC,50
9393,initial,2022-07-01,MAX,150
9394,initial,2021-06-01,MAX,150
9394,REDUCTION,2021-10-01,BASIC,50
9395,initial,2022-07-01,MAX,150
9395,REDUCTION,2022-09-01,PRO,100
9396,initial,2022-11-01,BASIC,50
9397,initial,2020-11-01,PRO,100
9397,REDUCTION,2021-12-01,BASIC,50
9398,initial,2020-04-01,PRO,100
9398,CHURN,2020-07-01,PRO,100
9399,initial,2020-11-01,PRO,100
9399,REDUCTION,2021-12-01,BASIC,50
9400,initial,2021-03-01,MAX,150
"""9400""",REDUCTION,2022-09-01,PRO,100
9401,initial,2021-05-01,PRO,100
9401,CHURN,2021-09-01,PRO,100
9402,initial,2021-05-01,PRO,100
9402,UPGRADE,2021-12-01,MAX,150
9403,initial,2021-12-01,PRO,100
9403,REDUCTION,2022-06-01,BASIC,50
9404,initial,2022-05-01,BASIC,50
9405,initial,2020-12-01,PRO,100
9405,CHURN,2021-05-01,PRO,100
9406,initial,2021-01-01,PRO,100
9406,UPGRADE,2021-05-01,MAX,150
9406,CHURN,2022-01-01,PRO,100
9407,initial,2021-06-01,BASIC,50
9408,initial,2020-10-01,PRO,100
9408,REDUCTION,2021-05-01,BASIC,50
9409,initial,2020-03-01,MAX,150
9409,REDUCTION,2021-06-01,PRO,100
9410,initial,2021-02-01,PRO,100
9410,UPGRADE,2022-08-01,MAX,150
9411,initial,2020-09-01,PRO,100
9411,UPGRADE,2022-04-01,MAX,150
9412,initial,2020-08-01,MAX,150
9412,REDUCTION,2021-06-01,BASIC,50
9413,initial,2021-11-01,BASIC,50
9413,UPGRADE,2022-07-01,MAX,150
9414,initial,2020-12-01,BASIC,50
9414,UPGRADE,2022-08-01,PRO,100
9415,initial,2020-03-01,PRO,100
9415,UPGRADE,2021-03-01,MAX,150
9416,initial,2020-10-01,BASIC,50
9416,UPGRADE,2021-08-01,MAX,150
9417,initial,2022-07-01,BASIC,50
9418,initial,2020-10-01,MAX,150
9418,REDUCTION,2020-12-01,BASIC,50
9418,CHURN,2021-03-01,BASIC,50
9419,initial,2022-08-01,PRO,100
9420,initial,2022-10-01,BASIC,50
9421,initial,2021-02-01,BASIC,50
"""9422""",initial,2020-09-01,MAX,150
9422,REDUCTION,2021-12-01,PRO,100
9423,initial,2022-09-01,BASIC,50
9424,initial,2022-03-01,PRO,100
"""9425""",initial,2022-02-01,BASIC,50
9426,initial,2021-05-01,BASIC,50
9427,initial,2020-02-01,PRO,100
9427,UPGRADE,2022-10-01,MAX,150
9428,initial,2020-05-01,MAX,150
9428,REDUCTION,2021-01-01,BASIC,50
9429,initial,2020-08-01,BASIC,50
9429,UPGRADE,2021-09-01,MAX,150
9430,initial,2021-09-01,PRO,100
"""9430""",CHURN,2021-12-01,PRO,100
9431,initial,2021-08-01,PRO,100
9432,initial,2021-07-01,BASIC,50
9432,UPGRADE,2021-12-01,PRO,100
9433,initial,2021-11-01,PRO,100
9434,initial,2021-12-01,MAX,150
9434,REDUCTION,2022-09-01,BASIC,50
9435,initial,2020-03-01,BASIC,50
9435,UPGRADE,2021-11-01,MAX,150
9436,initial,2022-06-01,BASIC,50
9437,initial,2020-05-01,PRO,100
9437,REDUCTION,2020-12-01,BASIC,50
9438,initial,2022-10-01,PRO,100
9439,initial,2022-08-01,BASIC,50
9440,initial,2022-03-01,MAX,150
9440,REDUCTION,2022-05-01,PRO,100
"""9441""",initial,2022-05-01,PRO,100
9441,UPGRADE,2022-10-01,MAX,150
9442,initial,2020-09-01,BASIC,50
9442,UPGRADE,2021-01-01,MAX,150
9443,initial,2022-10-01,MAX,150
9444,initial,2020-07-01,PRO,100
9444,UPGRADE,2022-06-01,MAX,150
9445,initial,2020-01-01,MAX,150
9445,REDUCTION,2020-04-01,BASIC,50
9445,CHURN,2020-09-01,BASIC,50
9446,initial,2022-02-01,BASIC,50
9446,UPGRADE,2022-08-01,MAX,150
9447,initial,2020-08-01,MAX,150
9447,REDUCTION,2021-05-01,PRO,100
9448,initial,2021-02-01,BASIC,50
9448,UPGRADE,2021-10-01,PRO,100
9449,initial,2020-01-01,BASIC,50
9449,UPGRADE,2020-08-01,MAX,150
9450,initial,2021-04-01,MAX,150
9450,REDUCTION,2022-10-01,BASIC,50
9451,initial,2022-01-01,BASIC,50
9452,initial,2020-12-01,MAX,150
9452,REDUCTION,2021-12-01,BASIC,50
9453,initial,2021-08-01,BASIC,50
9453,UPGRADE,2022-10-01,PRO,100
9454,initial,2021-04-01,BASIC,50
"""9454""",UPGRADE,2022-10-01,MAX,150
9455,initial,2021-07-01,PRO,100
"""9455""",REDUCTION,2022-09-01,BASIC,50
9456,initial,2020-08-01,PRO,100
9456,UPGRADE,2021-04-01,MAX,150
9456,CHURN,2021-09-01,MAX,150
9457,initial,2022-04-01,BASIC,50
9458,initial,2021-08-01,PRO,100
9458,REDUCTION,2022-01-01,BASIC,50
9459,initial,2021-04-01,MAX,150
9459,REDUCTION,2021-09-01,BASIC,50
9460,initial,2022-12-01,BASIC,50
9461,initial,2020-06-01,MAX,150
9461,REDUCTION,2021-06-01,BASIC,50
9462,initial,2020-03-01,BASIC,50
9462,UPGRADE,2021-09-01,MAX,150
9463,initial,2020-09-01,MAX,150
9463,REDUCTION,2021-02-01,BASIC,50
9463,CHURN,2022-01-01,BASIC,50
9464,initial,2021-01-01,BASIC,50
9464,UPGRADE,2021-10-01,MAX,150
"""9464""",CHURN,2022-04-01,MAX,150
9465,initial,2021-04-01,PRO,100
"""9465""",REDUCTION,2022-08-01,BASIC,50
9466,initial,2022-03-01,BASIC,50
"""9466""",CHURN,2023-02-23,BASIC,50
9467,initial,2020-09-01,PRO,100
9467,UPGRADE,2022-05-01,MAX,150
9468,initial,2021-07-01,PRO,100
9469,initial,2020-03-01,BASIC,50
9469,UPGRADE,2021-11-01,PRO,100
9470,initial,2021-12-01,BASIC,50
9471,initial,2022-05-01,PRO,100
9471,CHURN,2022-08-01,PRO,100
9472,initial,2022-08-01,MAX,150
9473,initial,2021-07-01,BASIC,50
9474,initial,2021-05-01,PRO,100
9474,UPGRADE,2021-08-01,MAX,150
9475,initial,2021-07-01,BASIC,50
9476,initial,2020-02-01,PRO,100
9476,UPGRADE,2021-07-01,MAX,150
9477,initial,2021-03-01,PRO,100
9477,UPGRADE,2021-09-01,MAX,150
9478,initial,2021-08-01,BASIC,50
9479,initial,2020-05-01,PRO,100
9479,UPGRADE,2022-06-01,MAX,150
9480,initial,2022-08-01,PRO,100
9481,initial,2021-09-01,PRO,100
9482,initial,2020-11-01,BASIC,50
9482,CHURN,2021-02-01,BASIC,50
9483,initial,2022-04-01,BASIC,50
9484,initial,2021-05-01,BASIC,50
9484,UPGRADE,2022-06-01,PRO,100
9485,initial,2020-11-01,PRO,100
9485,UPGRADE,2022-04-01,MAX,150
9485,CHURN,2022-10-01,MAX,150
9486,initial,2020-05-01,BASIC,50
9486,CHURN,2020-09-01,BASIC,50
"""9487""",initial,2021-10-01,BASIC,50
9487,CHURN,2022-06-30,BASIC,50
9488,initial,2021-05-01,MAX,150
9488,REDUCTION,2022-04-01,BASIC,50
9489,initial,2020-09-01,MAX,150
9489,REDUCTION,2022-02-01,BASIC,50
9490,initial,2020-05-01,BASIC,50
9490,UPGRADE,2022-02-01,MAX,150
9491,initial,2022-07-01,PRO,100
"""9491""",REDUCTION,2022-09-01,BASIC,50
9492,initial,2020-05-01,PRO,100
9492,REDUCTION,2020-09-01,BASIC,50
9492,CHURN,2020-12-31,BASIC,50
9493,initial,2021-09-01,PRO,100
9493,REDUCTION,2022-03-01,BASIC,50
9494,initial,2021-08-01,PRO,100
9494,REDUCTION,2022-09-01,BASIC,50
9495,initial,2020-05-01,BASIC,50
9496,initial,2022-10-01,MAX,150
9497,initial,2021-09-01,BASIC,50
9497,UPGRADE,2022-09-01,PRO,100
9498,initial,2022-07-01,PRO,100
9499,initial,2021-06-01,PRO,100
9499,REDUCTION,2022-02-01,BASIC,50
9500,initial,2021-04-01,PRO,100
9500,UPGRADE,2022-02-01,MAX,150
9500,CHURN,2022-04-01,PRO,100
"""9501""",initial,2020-01-01,BASIC,50
9501,UPGRADE,2022-07-01,PRO,100
9502,initial,2022-10-01,PRO,100
9503,initial,2021-12-01,MAX,150
"""9504""",initial,2021-02-01,PRO,100
9504,REDUCTION,2022-09-01,BASIC,50
"""9505""",initial,2022-01-01,PRO,100
9506,initial,2021-02-01,BASIC,50
9507,initial,2022-03-01,BASIC,50
9508,initial,2022-06-01,MAX,150
9509,initial,2021-07-01,BASIC,50
9509,UPGRADE,2022-03-01,MAX,150
"""9509""",CHURN,2022-07-01,BASIC,50
"""9510""",initial,2020-10-01,MAX,150
9510,REDUCTION,2021-08-01,PRO,100
9511,initial,2020-03-01,BASIC,50
9511,UPGRADE,2022-07-01,MAX,150
9512,initial,2021-01-01,BASIC,50
9512,UPGRADE,2022-07-01,PRO,100
9513,initial,2021-10-01,BASIC,50
9514,initial,2022-04-01,BASIC,50
9515,initial,2021-06-01,BASIC,50
9515,CHURN,2021-11-01,BASIC,50
9516,initial,2021-04-01,MAX,150
9516,REDUCTION,2022-08-01,PRO,100
9517,initial,2020-01-01,BASIC,50
9517,UPGRADE,2022-04-01,PRO,100
9518,initial,2022-10-01,MAX,150
9519,initial,2021-08-01,PRO,100
9519,REDUCTION,2022-06-01,BASIC,50
9520,initial,2021-06-01,BASIC,50
"""9520""",CHURN,2022-05-01,BASIC,50
9521,initial,2021-12-01,MAX,150
9522,initial,2020-01-01,PRO,100
9522,CHURN,2020-10-01,PRO,100
9523,initial,2020-11-01,PRO,100
9523,UPGRADE,2021-04-01,MAX,150
9523,CHURN,2022-01-01,MAX,150
9524,initial,2022-01-01,PRO,100
9524,REDUCTION,2022-02-01,BASIC,50
9525,initial,2021-03-01,BASIC,50
9525,UPGRADE,2022-09-01,MAX,150
9526,initial,2020-04-01,MAX,150
9526,REDUCTION,2020-11-01,PRO,100
9526,CHURN,2021-11-01,PRO,100
9527,initial,2021-02-01,BASIC,50
9527,UPGRADE,2022-01-01,MAX,150
"""9528""",initial,2021-06-01,PRO,100
9528,REDUCTION,2022-03-01,BASIC,50
9529,initial,2020-12-01,PRO,100
9529,REDUCTION,2021-08-01,BASIC,50
"""9530""",initial,2020-06-01,BASIC,50
9530,UPGRADE,2021-12-01,MAX,150
9531,initial,2021-03-01,PRO,100
"""9531""",REDUCTION,2022-06-01,BASIC,50
9532,initial,2020-08-01,BASIC,50
9532,UPGRADE,2021-09-01,PRO,100
9532,CHURN,2021-09-01,BASIC,50
"""9533""",initial,2022-09-01,MAX,150
9534,initial,2020-05-01,PRO,100
9534,UPGRADE,2021-07-01,MAX,150
9535,initial,2022-02-01,MAX,150
9536,initial,2020-07-01,BASIC,50
9536,UPGRADE,2020-11-01,PRO,100
9536,CHURN,2021-07-01,BASIC,50
9537,initial,2022-09-01,BASIC,50
9538,initial,2022-05-01,BASIC,50
9539,initial,2022-05-01,PRO,100
9540,initial,2022-06-01,MAX,150
9541,initial,2021-04-01,PRO,100
9541,UPGRADE,2022-02-01,MAX,150
9541,CHURN,2022-06-01,MAX,150
9542,initial,2022-10-01,PRO,100
9542,REDUCTION,2022-11-01,BASIC,50
9543,initial,2021-09-01,PRO,100
9544,initial,2022-11-01,MAX,150
9545,initial,2022-08-01,MAX,150
9546,initial,2021-01-01,BASIC,50
9546,UPGRADE,2022-08-01,MAX,150
9547,initial,2020-05-01,BASIC,50
9547,UPGRADE,2022-01-01,PRO,100
9548,initial,2022-02-01,PRO,100
9548,REDUCTION,2022-03-01,BASIC,50
9549,initial,2020-01-01,PRO,100
9549,CHURN,2020-11-01,PRO,100
9550,initial,2021-06-01,MAX,150
9550,REDUCTION,2022-06-01,PRO,100
9551,initial,2022-02-01,PRO,100
9551,REDUCTION,2022-11-01,BASIC,50
9552,initial,2021-08-01,BASIC,50
9553,initial,2022-05-01,PRO,100
9554,initial,2022-02-01,PRO,100
9554,UPGRADE,2022-07-01,MAX,150
9555,initial,2021-03-01,PRO,100
9555,UPGRADE,2022-05-01,MAX,150
9556,initial,2021-12-01,PRO,100
9556,REDUCTION,2022-04-01,BASIC,50
9557,initial,2020-02-01,BASIC,50
9557,UPGRADE,2020-12-01,PRO,100
9557,CHURN,2020-12-01,BASIC,50
9558,initial,2022-03-01,PRO,100
9558,REDUCTION,2022-08-01,BASIC,50
9559,initial,2020-01-01,BASIC,50
9559,UPGRADE,2022-04-01,PRO,100
9560,initial,2020-06-01,BASIC,50
9560,UPGRADE,2021-01-01,MAX,150
9561,initial,2022-04-01,BASIC,50
9562,initial,2021-11-01,BASIC,50
9562,CHURN,2022-10-01,BASIC,50
9563,initial,2021-12-01,BASIC,50
9563,UPGRADE,2022-08-01,MAX,150
9563,CHURN,2022-08-01,BASIC,50
9564,initial,2022-02-01,BASIC,50
9565,initial,2022-07-01,PRO,100
9566,initial,2020-01-01,PRO,100
9566,CHURN,2020-08-01,PRO,100
9567,initial,2020-09-01,PRO,100
9567,UPGRADE,2021-01-01,MAX,150
9567,CHURN,2021-09-01,PRO,100
9568,initial,2022-04-01,BASIC,50
9569,initial,2020-08-01,PRO,100
9569,REDUCTION,2021-12-01,BASIC,50
"""9570""",initial,2021-08-01,MAX,150
9571,initial,2022-09-01,BASIC,50
"""9572""",initial,2022-02-01,MAX,150
9572,REDUCTION,2022-09-01,PRO,100
9573,initial,2022-03-01,MAX,150
9573,REDUCTION,2022-06-01,PRO,100
9574,initial,2021-07-01,PRO,100
9574,REDUCTION,2022-07-01,BASIC,50
9575,initial,2021-06-01,PRO,100
9575,UPGRADE,2021-09-01,MAX,150
9575,CHURN,2021-09-01,PRO,100
9576,initial,2020-03-01,PRO,100
9576,REDUCTION,2021-07-01,BASIC,50
9577,initial,2020-01-01,MAX,150
9577,REDUCTION,2020-06-01,BASIC,50
9578,initial,2021-12-01,PRO,100
